"","age","marital","race","education","job_class","health_ins","height","daily_wage","ageNum"
"412","38","Married","1","HS Grad","Information","Yes",68,103.9024706,38
"413","48","Married","1","HS Grad","Industrial","Yes",66,91.69922611,48
"414","30","Married","1","Some College","Industrial","Yes",64,95.23071257,30
"415","49","Married","1","Advanced Degree","Information","No",71,138.2991269,49
"416","44","Married","1","College Grad","Information","Yes",69,118.5567764,44
"417","50","Married","1","HS Grad","Industrial","Yes",64,94.07271475,50
"418","58","Married","3","College Grad","Information","Yes",72,114.4757133,58
"419","45","Never Married","1","College Grad","Information","Yes",65,150.0132863,45
"420","44","Married","1","Some College","Information","No",65,97.49329405,44
"421","35","Divorced","1","College Grad","Information","No",71,90.48191336,35
"422","59","Married","1","HS Grad","Information","No",73,81.28325328,59
"423","45","Married","1","HS Grad","Information","No",72,130.9821774,45
"424","51","Married","1","College Grad","Industrial","Yes",74,150.9627835,51
"425","61","Married","1","Some College","Information","No",69,130.9821774,61
"426","45","Married","1","HS Grad","Industrial","Yes",69,145.1436012,45
"427","34","Never Married","1","College Grad","Industrial","Yes",69,90.48191336,34
"428","33","Married","1","College Grad","Information","No",67,113.5670896,33
"429","45","Married","1","HS Grad","Information","Yes",74,87.98103279,45
"430","50","Never Married","1","Advanced Degree","Information","Yes",74,157.7005277,50
"431","50","Married","1","HS Grad","Information","Yes",69,109.8339856,50
"432","39","Married","1","Some College","Information","No",71,84.04595765,39
"433","26","Never Married","1","College Grad","Information","Yes",71,160.6436382,26
"434","49","Married","1","HS Grad","Industrial","No",65,47.90556704,49
"435","20","Never Married","1","HS Grad","Industrial","No",70,59.09706408,20
"436","31","Married","1","College Grad","Industrial","No",69,81.28325328,31
"437","49","Married","1","HS Grad","Information","Yes",74,87.98103279,49
"438","56","Never Married","2","HS Grad","Industrial","Yes",77,87.98103279,56
"439","61","Married","1","College Grad","Information","Yes",71,143.8085568,61
"440","56","Separated","1","HS Grad","Information","Yes",73,110.7826503,56
"441","51","Married","1","College Grad","Information","No",67,118.8843593,51
"442","42","Married","1","< HS Grad","Industrial","Yes",69,120.5894365,42
"443","45","Married","1","College Grad","Industrial","Yes",72,272.2947832,45
"444","30","Married","1","Advanced Degree","Information","Yes",71,105.3758927,30
"445","48","Never Married","1","College Grad","Information","No",69,69.01087662,48
"446","33","Married","1","Advanced Degree","Industrial","Yes",68,87.98103279,33
"447","50","Married","1","Some College","Information","Yes",71,89.24288466,50
"448","31","Married","3","Advanced Degree","Information","Yes",72,171.7651326,31
"449","48","Married","1","College Grad","Industrial","Yes",64,133.2323508,48
"450","35","Married","1","Advanced Degree","Information","Yes",69,200.5432623,35
"451","47","Married","2","Some College","Industrial","Yes",67,92.89584479,47
"452","45","Married","1","College Grad","Industrial","Yes",74,148.4131591,45
"453","52","Married","1","HS Grad","Industrial","Yes",67,119.7425563,52
"454","46","Married","1","HS Grad","Industrial","Yes",68,82.6796373,46
"455","47","Married","3","College Grad","Information","No",70,105.9278108,47
"456","49","Married","1","HS Grad","Industrial","Yes",72,267.9010869,49
"457","36","Married","1","< HS Grad","Industrial","No",74,104.9215065,36
"458","51","Married","1","College Grad","Industrial","No",66,127.1157438,51
"459","46","Married","1","HS Grad","Industrial","Yes",72,157.7005277,46
"460","37","Married","3","College Grad","Information","No",71,148.4131591,37
"461","23","Never Married","1","Some College","Industrial","Yes",66,65.11085372,23
"462","43","Married","1","College Grad","Industrial","Yes",78,104.9215065,43
"463","34","Married","3","College Grad","Information","Yes",70,78.3924668,34
"464","58","Married","1","HS Grad","Industrial","Yes",66,139.2137881,58
"465","44","Never Married","3","College Grad","Information","Yes",66,112.6488963,44
"466","61","Married","1","College Grad","Information","No",67,79.85490031,61
"467","40","Divorced","1","< HS Grad","Industrial","No",68,65.11085372,40
"468","37","Married","1","Some College","Information","Yes",67,111.7208494,37
"469","33","Married","1","HS Grad","Information","No",66,104.9215065,33
"470","38","Married","1","Some College","Information","Yes",69,176.9896505,38
"471","41","Married","1","HS Grad","Information","Yes",69,99.6894637,41
"472","30","Married","2","HS Grad","Industrial","Yes",72,104.9215065,30
"473","51","Married","1","< HS Grad","Industrial","Yes",69,70.81503862,51
"474","39","Never Married","1","Some College","Industrial","Yes",69,94.07271475,39
"475","56","Married","2","Some College","Information","Yes",66,127.1157438,56
"476","44","Never Married","1","HS Grad","Industrial","No",71,97.49329405,44
"477","51","Divorced","1","Advanced Degree","Information","Yes",69,109.8339856,51
"478","35","Married","1","HS Grad","Industrial","No",71,75.19962815,35
"479","27","Never Married","1","HS Grad","Industrial","No",67,65.11085372,27
"480","47","Married","1","Some College","Industrial","Yes",67,146.4628385,47
"481","51","Married","3","Some College","Information","No",67,81.28325328,51
"482","41","Married","1","HS Grad","Industrial","No",73,127.1157438,41
"483","63","Married","1","< HS Grad","Industrial","No",66,73.77574327,63
"484","61","Never Married","1","HS Grad","Information","No",65,65.11085372,61
"485","46","Married","1","HS Grad","Industrial","Yes",67,99.6894637,46
"486","33","Never Married","1","Some College","Industrial","No",67,79.85490031,33
"487","35","Separated","1","< HS Grad","Information","No",72,73.77574327,35
"488","28","Married","1","Advanced Degree","Information","Yes",70,87.98103279,28
"489","50","Married","3","Some College","Industrial","No",66,118.8843593,50
"490","41","Married","1","Advanced Degree","Information","Yes",74,284.5247409,41
"491","23","Married","1","College Grad","Industrial","No",69,118.8843593,23
"492","45","Married","1","Some College","Information","Yes",70,106.9218141,45
"493","63","Married","1","Advanced Degree","Industrial","Yes",69,100.0134869,63
"494","59","Married","2","Some College","Information","Yes",66,108.8745258,59
"495","30","Married","1","College Grad","Information","Yes",66,114.4757133,30
"496","30","Married","1","Advanced Degree","Information","Yes",70,115.3750386,30
"497","45","Married","1","HS Grad","Industrial","No",68,130.9821774,45
"498","42","Married","1","HS Grad","Industrial","Yes",67,79.85490031,42
"499","57","Married","1","< HS Grad","Industrial","Yes",72,106.9218141,57
"500","52","Divorced","1","Some College","Industrial","No",70,22.96240068,52
"501","54","Married","1","Some College","Information","Yes",70,115.1824551,54
"502","30","Married","1","Some College","Information","Yes",69,103.9024706,30
"503","47","Married","1","College Grad","Industrial","Yes",67,184.4694642,47
"504","38","Never Married","1","Some College","Information","Yes",65,314.3293364,38
"505","47","Married","1","Some College","Information","Yes",69,99.6894637,47
"506","39","Never Married","1","College Grad","Industrial","Yes",68,128.6804882,39
"507","50","Married","1","HS Grad","Industrial","No",72,87.98103279,50
"508","47","Married","1","HS Grad","Industrial","No",72,54.59815003,47
"509","45","Married","1","HS Grad","Industrial","Yes",70,99.6894637,45
"510","44","Married","1","< HS Grad","Information","Yes",71,118.8843593,44
"511","52","Married","1","HS Grad","Industrial","Yes",65,92.16112203,52
"512","42","Married","1","College Grad","Industrial","No",74,127.1157438,42
"513","18","Never Married","1","< HS Grad","Industrial","No",69,41.7049905,18
"514","56","Married","1","College Grad","Information","Yes",63,109.8339856,56
"515","50","Married","3","Advanced Degree","Information","No",69,82.6796373,50
"516","50","Married","1","Advanced Degree","Information","Yes",67,277.7994802,50
"517","53","Never Married","1","Some College","Information","No",71,99.6894637,53
"518","38","Married","1","Advanced Degree","Industrial","Yes",70,176.9896505,38
"519","27","Never Married","1","< HS Grad","Information","No",70,84.04595765,27
"520","56","Married","1","Advanced Degree","Information","No",64,163.515864,56
"521","50","Married","1","Advanced Degree","Information","Yes",70,81.28325328,50
"522","56","Married","1","College Grad","Industrial","Yes",75,130.9821774,56
"523","50","Married","1","< HS Grad","Industrial","No",67,127.1157438,50
"524","49","Never Married","1","HS Grad","Information","No",68,72.15045568,49
"525","42","Never Married","1","Some College","Industrial","No",66,104.9215065,42
"526","50","Married","1","Advanced Degree","Industrial","Yes",72,186.8766776,50
"527","53","Married","1","College Grad","Information","Yes",68,176.9896505,53
"528","28","Married","1","HS Grad","Industrial","No",72,139.7030715,28
"529","45","Married","1","HS Grad","Industrial","Yes",67,73.77574327,45
"530","24","Never Married","1","HS Grad","Information","No",69,66.22940829,24
"531","25","Never Married","1","< HS Grad","Industrial","No",71,81.28325328,25
"532","38","Married","1","College Grad","Industrial","Yes",70,104.9215065,38
"533","47","Married","1","College Grad","Industrial","Yes",67,109.8339856,47
"534","38","Married","1","College Grad","Industrial","Yes",72,154.685293,38
"535","33","Married","1","Some College","Information","No",65,106.9218141,33
"536","39","Married","1","Advanced Degree","Information","Yes",68,277.7994802,39
"537","52","Divorced","1","HS Grad","Industrial","Yes",72,87.98103279,52
"538","46","Divorced","1","HS Grad","Industrial","Yes",70,90.48191336,46
"539","42","Married","1","HS Grad","Information","Yes",74,106.9218141,42
"540","61","Married","1","HS Grad","Industrial","Yes",66,56.90553914,61
"541","32","Never Married","1","HS Grad","Industrial","Yes",65,81.28325328,32
"542","42","Divorced","2","HS Grad","Information","Yes",67,107.9039239,42
"543","61","Married","1","Advanced Degree","Information","Yes",65,196.1252726,61
"544","27","Married","1","HS Grad","Industrial","No",70,91.69922611,27
"545","45","Married","1","Advanced Degree","Industrial","Yes",68,200.5432623,45
"546","58","Married","1","College Grad","Information","No",68,32.36641317,58
"547","25","Never Married","1","College Grad","Industrial","Yes",71,104.9215065,25
"548","34","Married","1","< HS Grad","Industrial","No",68,100.7642728,34
"549","44","Married","2","Some College","Information","Yes",71,85.38394038,44
"550","40","Married","1","Some College","Information","No",72,82.6796373,40
"551","51","Married","2","College Grad","Industrial","No",66,97.49329405,51
"552","50","Married","1","Advanced Degree","Information","Yes",69,121.0108266,50
"553","64","Married","1","College Grad","Information","Yes",70,133.9715001,64
"554","54","Married","1","Some College","Industrial","Yes",72,148.4131591,54
"555","42","Never Married","1","College Grad","Information","Yes",71,104.9215065,42
"556","31","Married","3","HS Grad","Industrial","No",69,81.28325328,31
"557","25","Never Married","1","College Grad","Industrial","Yes",70,90.48191336,25
"558","32","Married","1","Some College","Industrial","Yes",72,106.9218141,32
"559","51","Married","1","< HS Grad","Information","Yes",69,114.4757133,51
"560","75","Married","2","< HS Grad","Information","No",69,53.39534689,75
"561","28","Married","4","HS Grad","Industrial","No",67,87.98103279,28
"562","28","Never Married","1","HS Grad","Industrial","No",65,66.22940829,28
"563","32","Never Married","1","Advanced Degree","Industrial","Yes",69,96.37065283,32
"564","53","Married","1","Advanced Degree","Information","Yes",69,272.4032258,53
"565","36","Married","1","Some College","Industrial","No",68,97.15827504,36
"566","43","Married","1","Advanced Degree","Information","Yes",71,200.5432623,43
"567","51","Married","1","College Grad","Industrial","Yes",71,123.0896998,51
"568","35","Married","2","College Grad","Information","Yes",65,99.6894637,35
"569","46","Separated","1","HS Grad","Industrial","No",71,94.07271475,46
"570","38","Married","1","College Grad","Industrial","Yes",69,81.28325328,38
"571","43","Married","3","College Grad","Information","No",71,154.685293,43
"572","39","Married","1","HS Grad","Industrial","No",70,109.8339856,39
"573","37","Divorced","1","Some College","Industrial","Yes",68,123.0896998,37
"574","59","Divorced","1","Advanced Degree","Information","Yes",72,73.77574327,59
"575","33","Married","1","College Grad","Industrial","No",70,107.9039239,33
"576","23","Never Married","1","Some College","Industrial","No",68,73.77574327,23
"577","37","Never Married","1","Some College","Industrial","No",71,87.98103279,37
