age,sex,marital,race,education,region,job_class,health_ins,height,daily_wage
53,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,69,127.1157438
48,Male,Married,2,Advanced Degree,Middle Atlantic,Information,No,73,85.38394038
59,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,70,81.28325328
30,Male,Married,1,Some College,Middle Atlantic,Industrial,No,66,118.8843593
45,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,71,163.515864
39,Male,Married,4,College Grad,Middle Atlantic,Information,Yes,66,104.9215065
45,Male,Married,3,College Grad,Middle Atlantic,Industrial,No,68,99.6894637
43,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,65,281.7459706
30,Male,Never Married,2,Advanced Degree,Middle Atlantic,Information,Yes,70,138.2991269
57,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,176.9896505
53,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,72,136.8763676
42,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,62,186.8766776
23,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,72,90.48191336
58,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,71,85.38394038
43,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,69,145.1436012
33,Male,Divorced,1,Advanced Degree,Middle Atlantic,Information,Yes,67,120.5894365
56,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,71,101.8243521
37,Male,Married,2,College Grad,Middle Atlantic,Industrial,No,67,108.8745258
41,Male,Divorced,1,Advanced Degree,Middle Atlantic,Industrial,No,69,38.60591452
33,Male,Married,1,Some College,Middle Atlantic,Information,Yes,71,92.89584479
50,Male,Never Married,1,Advanced Degree,Middle Atlantic,Information,Yes,68,126.3238807
43,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,69,191.5736835
53,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,68,155.9005061
37,Male,Widowed,1,Some College,Middle Atlantic,Information,Yes,68,87.98103279
20,Male,Never Married,2,Some College,Middle Atlantic,Information,No,70,59.09706408
26,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,70,73.77574327
29,Male,Divorced,1,College Grad,Middle Atlantic,Information,No,68,90.48191336
57,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,118.8843593
47,Male,Married,1,Some College,Middle Atlantic,Information,Yes,72,151.5914842
54,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,No,69,272.2947832
38,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,75,97.49329405
23,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,71,68.11199407
31,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,69,127.1157438
43,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,71,272.2947832
33,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,64,111.7208494
48,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,73,127.1157438
33,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,87.98103279
52,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,71,114.4757133
30,Male,Never Married,2,Some College,Middle Atlantic,Information,No,74,69.79153085
44,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,71,94.07271475
38,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,75,127.273347
51,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,160.6424754
47,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,72,171.7651326
28,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,141.7751723
52,Male,Divorced,1,Some College,Middle Atlantic,Information,Yes,72,115.3750386
23,Male,Never Married,1,< HS Grad,Middle Atlantic,Industrial,No,72,72.15045568
65,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,69,73.77574327
27,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,69,127.1157438
33,Male,Married,1,< HS Grad,Middle Atlantic,Information,No,73,20.93437794
49,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,70,79.85490031
27,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,69,102.8702469
48,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,67,115.3750386
38,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,73,97.49329405
58,Male,Married,1,Some College,Middle Atlantic,Industrial,No,69,104.9215065
40,Male,Married,3,Advanced Degree,Middle Atlantic,Industrial,No,70,115.3750386
46,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,64,93.48669204
53,Male,Married,2,Some College,Middle Atlantic,Information,Yes,71,123.0896998
25,Male,Never Married,2,Advanced Degree,Middle Atlantic,Information,Yes,72,118.8843593
42,Male,Married,1,Some College,Middle Atlantic,Information,Yes,65,96.37065283
40,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,70,84.04595765
35,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,67,127.1157438
50,Male,Separated,1,HS Grad,Middle Atlantic,Information,No,68,95.23071257
34,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,71,81.28325328
48,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,67,102.8702469
49,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,75,111.7208494
41,Male,Married,3,College Grad,Middle Atlantic,Information,No,68,94.07271475
37,Male,Married,3,College Grad,Middle Atlantic,Information,Yes,70,127.1157438
58,Male,Married,1,Some College,Middle Atlantic,Information,Yes,72,104.9215065
28,Male,Never Married,2,HS Grad,Middle Atlantic,Industrial,No,70,68.11199407
33,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,71,128.6804882
50,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,68,143.9273594
38,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,68,103.9024706
48,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,66,91.69922611
30,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,64,95.23071257
49,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,71,138.2991269
44,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,69,118.5567764
50,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,64,94.07271475
58,Male,Married,3,College Grad,Middle Atlantic,Information,Yes,72,114.4757133
45,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,65,150.0132863
44,Male,Married,1,Some College,Middle Atlantic,Information,No,65,97.49329405
35,Male,Divorced,1,College Grad,Middle Atlantic,Information,No,71,90.48191336
59,Male,Married,1,HS Grad,Middle Atlantic,Information,No,73,81.28325328
45,Male,Married,1,HS Grad,Middle Atlantic,Information,No,72,130.9821774
51,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,74,150.9627835
61,Male,Married,1,Some College,Middle Atlantic,Information,No,69,130.9821774
45,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,69,145.1436012
34,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,69,90.48191336
33,Male,Married,1,College Grad,Middle Atlantic,Information,No,67,113.5670896
45,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,74,87.98103279
50,Male,Never Married,1,Advanced Degree,Middle Atlantic,Information,Yes,74,157.7005277
50,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,69,109.8339856
39,Male,Married,1,Some College,Middle Atlantic,Information,No,71,84.04595765
26,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,71,160.6436382
49,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,65,47.90556704
20,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,70,59.09706408
31,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,69,81.28325328
49,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,74,87.98103279
56,Male,Never Married,2,HS Grad,Middle Atlantic,Industrial,Yes,77,87.98103279
61,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,71,143.8085568
56,Male,Separated,1,HS Grad,Middle Atlantic,Information,Yes,73,110.7826503
51,Male,Married,1,College Grad,Middle Atlantic,Information,No,67,118.8843593
42,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,69,120.5894365
45,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,72,272.2947832
30,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,71,105.3758927
48,Male,Never Married,1,College Grad,Middle Atlantic,Information,No,69,69.01087662
33,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,68,87.98103279
50,Male,Married,1,Some College,Middle Atlantic,Information,Yes,71,89.24288466
31,Male,Married,3,Advanced Degree,Middle Atlantic,Information,Yes,72,171.7651326
48,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,64,133.2323508
35,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,69,200.5432623
47,Male,Married,2,Some College,Middle Atlantic,Industrial,Yes,67,92.89584479
45,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,74,148.4131591
52,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,67,119.7425563
46,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,68,82.6796373
47,Male,Married,3,College Grad,Middle Atlantic,Information,No,70,105.9278108
49,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,72,267.9010869
36,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,74,104.9215065
51,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,66,127.1157438
46,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,72,157.7005277
37,Male,Married,3,College Grad,Middle Atlantic,Information,No,71,148.4131591
23,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,66,65.11085372
43,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,78,104.9215065
34,Male,Married,3,College Grad,Middle Atlantic,Information,Yes,70,78.3924668
58,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,66,139.2137881
44,Male,Never Married,3,College Grad,Middle Atlantic,Information,Yes,66,112.6488963
61,Male,Married,1,College Grad,Middle Atlantic,Information,No,67,79.85490031
40,Male,Divorced,1,< HS Grad,Middle Atlantic,Industrial,No,68,65.11085372
37,Male,Married,1,Some College,Middle Atlantic,Information,Yes,67,111.7208494
33,Male,Married,1,HS Grad,Middle Atlantic,Information,No,66,104.9215065
38,Male,Married,1,Some College,Middle Atlantic,Information,Yes,69,176.9896505
41,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,69,99.6894637
30,Male,Married,2,HS Grad,Middle Atlantic,Industrial,Yes,72,104.9215065
51,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,69,70.81503862
39,Male,Never Married,1,Some College,Middle Atlantic,Industrial,Yes,69,94.07271475
56,Male,Married,2,Some College,Middle Atlantic,Information,Yes,66,127.1157438
44,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,71,97.49329405
51,Male,Divorced,1,Advanced Degree,Middle Atlantic,Information,Yes,69,109.8339856
35,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,71,75.19962815
27,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,67,65.11085372
47,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,67,146.4628385
51,Male,Married,3,Some College,Middle Atlantic,Information,No,67,81.28325328
41,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,73,127.1157438
63,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,66,73.77574327
61,Male,Never Married,1,HS Grad,Middle Atlantic,Information,No,65,65.11085372
46,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,67,99.6894637
33,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,67,79.85490031
35,Male,Separated,1,< HS Grad,Middle Atlantic,Information,No,72,73.77574327
28,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,70,87.98103279
50,Male,Married,3,Some College,Middle Atlantic,Industrial,No,66,118.8843593
41,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,74,284.5247409
23,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,69,118.8843593
45,Male,Married,1,Some College,Middle Atlantic,Information,Yes,70,106.9218141
63,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,69,100.0134869
59,Male,Married,2,Some College,Middle Atlantic,Information,Yes,66,108.8745258
30,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,66,114.4757133
30,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,70,115.3750386
45,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,68,130.9821774
42,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,67,79.85490031
57,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,Yes,72,106.9218141
52,Male,Divorced,1,Some College,Middle Atlantic,Industrial,No,70,22.96240068
54,Male,Married,1,Some College,Middle Atlantic,Information,Yes,70,115.1824551
30,Male,Married,1,Some College,Middle Atlantic,Information,Yes,69,103.9024706
47,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,67,184.4694642
38,Male,Never Married,1,Some College,Middle Atlantic,Information,Yes,65,314.3293364
47,Male,Married,1,Some College,Middle Atlantic,Information,Yes,69,99.6894637
39,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,68,128.6804882
50,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,72,87.98103279
47,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,72,54.59815003
45,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,70,99.6894637
44,Male,Married,1,< HS Grad,Middle Atlantic,Information,Yes,71,118.8843593
52,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,65,92.16112203
42,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,74,127.1157438
18,Male,Never Married,1,< HS Grad,Middle Atlantic,Industrial,No,69,41.7049905
56,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,63,109.8339856
50,Male,Married,3,Advanced Degree,Middle Atlantic,Information,No,69,82.6796373
50,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,67,277.7994802
53,Male,Never Married,1,Some College,Middle Atlantic,Information,No,71,99.6894637
38,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,70,176.9896505
27,Male,Never Married,1,< HS Grad,Middle Atlantic,Information,No,70,84.04595765
56,Male,Married,1,Advanced Degree,Middle Atlantic,Information,No,64,163.515864
50,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,70,81.28325328
56,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,75,130.9821774
50,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,67,127.1157438
49,Male,Never Married,1,HS Grad,Middle Atlantic,Information,No,68,72.15045568
42,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,66,104.9215065
50,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,72,186.8766776
53,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,68,176.9896505
28,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,72,139.7030715
45,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,67,73.77574327
24,Male,Never Married,1,HS Grad,Middle Atlantic,Information,No,69,66.22940829
25,Male,Never Married,1,< HS Grad,Middle Atlantic,Industrial,No,71,81.28325328
38,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,70,104.9215065
47,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,67,109.8339856
38,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,72,154.685293
33,Male,Married,1,Some College,Middle Atlantic,Information,No,65,106.9218141
39,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,68,277.7994802
52,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,72,87.98103279
46,Male,Divorced,1,HS Grad,Middle Atlantic,Industrial,Yes,70,90.48191336
42,Male,Married,1,HS Grad,Middle Atlantic,Information,Yes,74,106.9218141
61,Male,Married,1,HS Grad,Middle Atlantic,Industrial,Yes,66,56.90553914
32,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,Yes,65,81.28325328
42,Male,Divorced,2,HS Grad,Middle Atlantic,Information,Yes,67,107.9039239
61,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,65,196.1252726
27,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,70,91.69922611
45,Male,Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,68,200.5432623
58,Male,Married,1,College Grad,Middle Atlantic,Information,No,68,32.36641317
25,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,71,104.9215065
34,Male,Married,1,< HS Grad,Middle Atlantic,Industrial,No,68,100.7642728
44,Male,Married,2,Some College,Middle Atlantic,Information,Yes,71,85.38394038
40,Male,Married,1,Some College,Middle Atlantic,Information,No,72,82.6796373
51,Male,Married,2,College Grad,Middle Atlantic,Industrial,No,66,97.49329405
50,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,69,121.0108266
64,Male,Married,1,College Grad,Middle Atlantic,Information,Yes,70,133.9715001
54,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,72,148.4131591
42,Male,Never Married,1,College Grad,Middle Atlantic,Information,Yes,71,104.9215065
31,Male,Married,3,HS Grad,Middle Atlantic,Industrial,No,69,81.28325328
25,Male,Never Married,1,College Grad,Middle Atlantic,Industrial,Yes,70,90.48191336
32,Male,Married,1,Some College,Middle Atlantic,Industrial,Yes,72,106.9218141
51,Male,Married,1,< HS Grad,Middle Atlantic,Information,Yes,69,114.4757133
75,Male,Married,2,< HS Grad,Middle Atlantic,Information,No,69,53.39534689
28,Male,Married,4,HS Grad,Middle Atlantic,Industrial,No,67,87.98103279
28,Male,Never Married,1,HS Grad,Middle Atlantic,Industrial,No,65,66.22940829
32,Male,Never Married,1,Advanced Degree,Middle Atlantic,Industrial,Yes,69,96.37065283
53,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,69,272.4032258
36,Male,Married,1,Some College,Middle Atlantic,Industrial,No,68,97.15827504
43,Male,Married,1,Advanced Degree,Middle Atlantic,Information,Yes,71,200.5432623
51,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,71,123.0896998
35,Male,Married,2,College Grad,Middle Atlantic,Information,Yes,65,99.6894637
46,Male,Separated,1,HS Grad,Middle Atlantic,Industrial,No,71,94.07271475
38,Male,Married,1,College Grad,Middle Atlantic,Industrial,Yes,69,81.28325328
43,Male,Married,3,College Grad,Middle Atlantic,Information,No,71,154.685293
39,Male,Married,1,HS Grad,Middle Atlantic,Industrial,No,70,109.8339856
37,Male,Divorced,1,Some College,Middle Atlantic,Industrial,Yes,68,123.0896998
59,Male,Divorced,1,Advanced Degree,Middle Atlantic,Information,Yes,72,73.77574327
33,Male,Married,1,College Grad,Middle Atlantic,Industrial,No,70,107.9039239
23,Male,Never Married,1,Some College,Middle Atlantic,Industrial,No,68,73.77574327
